recommendationid,appid,target_labels,matched_target_labels,input_text,positive_topics,negative_topics,human_keep,review_note,teacher_model,prompt_version,retrieved_examples,rare_target_human_verified,human_verified_scope,is_valid,invalid_reason
29747876,470040,neg__network_server,neg__network_server,No EU servers. Why?,[],"[""network_server""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""Waste of time. Probably the most unintuitive game I've ever purchased. Multiplayer options only, and just about every server rejected my request to join. Thankfully, Steam accepted my request for a refund."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""network_server"", ""value""], ""score"": 0.4287}, {""review"": ""i see no difference on my fsx?! maybe few mountains got updated in america (which is not whole world!!!!!!), but mountain above my home city in europe is exactly the same as default... i got cheated! and i know steam wont return my money..."", ""positive_topics"": [], ""negative_topics"": [""value"", ""content""], ""score"": 0.3535}, {""review"": ""I realy love this game played a alpha version years ago on the Gamescon in Germany"", ""positive_topics"": [""other""], ""negative_topics"": [], ""score"": 0.3108}]",True,matched_target_labels_only,True,
202809356,1249970,neg__network_server,neg__network_server,Online only ruins this game for me. I cant even play the game right now. Login failed login failed login failed login failed......... I verified files uninstalled reinstall restarted pc went to bed turned 30 years old woke up had a kid ive tried everything and i cant play the game... dont even bother,[],"[""network_server""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""This game no longer works, QR Code & web-link used to join games on your phone is no longer functioning"", ""positive_topics"": [], ""negative_topics"": [""bugs"", ""network_server""], ""score"": 0.5369}, {""review"": ""Developer: Fix your game! I couldn't even navigate in the menu because the amount of lag. The loading time was awful and the game froze just from me to trying to put the settings LOWER. How would you expect me to start the game and actually try to play this if the menu doesn't even work? Can't recommend this to anybody."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""performance"", ""bugs""], ""score"": 0.4984}, {""review"": ""Game crashed three times while trying to play it. That's as much as I plan to fool with it for a free game I was given in apology over another game. Can't say I got to play it too much because of all the trouble, so take that as you will. [URL] Here's some video of what it looks like played if you're interested, or read the other reviews. Here's the error my Steam now has (going to have to reboot) where it thinks the game is still running but it's not. [URL] It's not a huge thing - I just gotta reboot but it illustrates the issues."", ""positive_topics"": [], ""negative_topics"": [""bugs""], ""score"": 0.4923}]",True,matched_target_labels_only,True,
113196619,1792010,neg__network_server,neg__network_server,Imagine getting kicked from the server in the middle of a PUZZLE game,[],"[""network_server""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""the puzzles are easy and fun to figure out but the game itself looks like ass. a very short puzzle game that has good puzzles but looks terrible"", ""positive_topics"": [""gameplay""], ""negative_topics"": [""graphics""], ""score"": 0.4131}, {""review"": ""doesn´t realy feel like a game, mostly you klick throu endless conversations on which u have no influence, the only choices you can make are with wich person you spend lunchbreakes or a day off. in investigations you have to klick throu all options untill u have all information and its resolved automatically. i was realy excited, but it feels more like you are watching a movie during which you nonstop have to read subtitles."", ""positive_topics"": [], ""negative_topics"": [""gameplay"", ""ui_ux""], ""score"": 0.387}, {""review"": ""Besides the fact of complete emptyness and just playing with bot it's really a great game if more people played it'll be better, way better"", ""positive_topics"": [""gameplay""], ""negative_topics"": [""multiplayer""], ""score"": 0.3851}]",True,matched_target_labels_only,True,
9279049,48160,neg__network_server,neg__network_server,"cant play game, ubisoft closed the servers, so why are you still selling the game if you cant play it any at all, royally pissed off",[],"[""network_server"", ""value""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""Shit game like always. Not even worth getting payed to play it. Cant imagine how anybody could create this pile of steaming dump and be proud of himself. If EA would close today forever, I could finally sleep at night."", ""positive_topics"": [], ""negative_topics"": [""value""], ""score"": 0.534}, {""review"": ""Waste of time. Probably the most unintuitive game I've ever purchased. Multiplayer options only, and just about every server rejected my request to join. Thankfully, Steam accepted my request for a refund."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""network_server"", ""value""], ""score"": 0.5199}, {""review"": ""have never been able to play any of these scenarios no refund issued BAD BAD BAD"", ""positive_topics"": [], ""negative_topics"": [""bugs"", ""value""], ""score"": 0.4978}]",True,matched_target_labels_only,True,
203177716,2523720,neg__network_server,neg__network_server,"The game feels smooth and polished at first, but the longer I play, the more it becomes clear it’s just another cash grab. The Microsoft account login issue should’ve been fixed the moment players started reporting it. Multiplayer can be fun if you luck into randoms, but most of the time matchmaking throws you against sweaty, over-leveled parties in the 20–40 rank range. They go all out for no reason—gatekeeping special weapons and spawn camping rank 0–10 teams—which completely kills the experience. Matchmaking clearly needs a rework, but let’s be real: it’s not going to happen. Save your money.","[""performance""]","[""monetization"", ""network_server"", ""multiplayer"", ""value""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""Waste of time. Probably the most unintuitive game I've ever purchased. Multiplayer options only, and just about every server rejected my request to join. Thankfully, Steam accepted my request for a refund."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""network_server"", ""value""], ""score"": 0.5237}, {""review"": ""Terrible, terrible game. It is horrendously imbalanced. Every random encounter is a life-or-death situation because all your characters are always very low on health. There's nowhere to heal and virtually no items to use to heal yourself with. I bought this game despite some of the bad reviews because it was only $0.80. Don't make the same mistake I did. Take that $0.80 and swallow it. You'll get a lot more enjoyment out of passing coins the following day than you will by playing this game."", ""positive_topics"": [], ""negative_topics"": [""difficulty_balance"", ""content"", ""value""], ""score"": 0.4643}, {""review"": ""I really enjoy the format of the game, the battles are like real life, not just everyone drifting around on a track trying to get points. After finishing my PC and moving to playing on it the game is next level too. The devs are really pushing some big things for the game and its players and myself and our team can't wait to see it finished!"", ""positive_topics"": [""gameplay"", ""updates_support""], ""negative_topics"": [], ""score"": 0.448}]",True,matched_target_labels_only,True,
29563620,397100,neg__network_server,neg__network_server,"Made a truck with G.I.T.S laughing man logo on the side, then server crash for some reason, re-enter, everyone is out to kill me... 10/10 would be blame for hacker again XD","[""other""]","[""network_server""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""Game is a great Idea the Graphics are pretty Polished but because of how new it is, it is very Dead Server Wise, so I recommend you have friends to play with, because I didn't, 8/10 might buy it again later on"", ""positive_topics"": [""graphics""], ""negative_topics"": [""multiplayer""], ""score"": 0.4053}, {""review"": ""Game crashed three times while trying to play it. That's as much as I plan to fool with it for a free game I was given in apology over another game. Can't say I got to play it too much because of all the trouble, so take that as you will. [URL] Here's some video of what it looks like played if you're interested, or read the other reviews. Here's the error my Steam now has (going to have to reboot) where it thinks the game is still running but it's not. [URL] It's not a huge thing - I just gotta reboot but it illustrates the issues."", ""positive_topics"": [], ""negative_topics"": [""bugs""], ""score"": 0.345}, {""review"": ""gib pets or i bite 10/10 would awoo again"", ""positive_topics"": [""other""], ""negative_topics"": [], ""score"": 0.3116}]",True,matched_target_labels_only,True,
106545520,438920,neg__network_server,neg__network_server,"The game, when first released, was an experiment for Boomzap as they wished to branch out into the Strategy genre after having made their name with Hidden Object games. This game quickly became one of my favorite indie games and is quick and easy to pick up and play, while offering quite the challenge as you move through the campaign. They also released a mobile version of the game, and buying one version (mobile or PC) gave you the other version for free, allowing you to continue through your campaign through either method. Within the past year or so, issues arose with the authentication server, which made the game impossible to play beyond a demo like mode if you installed it on a new device. The devs indicated that it would be costly, if not impossible, to fix those issues due to the backend coding that allowed them to connect mobile and PC versions. Gratefully, though, they have worked to get the PC version back up and running, though Multiplayer needed to be disabled in order to do so. I still recommend this game as it's a fun game to play. I am by no means an expert in the Strategy genre. I have played games like Civilization, Total War, Risk, Stronghold, et al. but haven't played any with the card mechanic like this that I recall, so can't make comparisons. All I can say is that I have enjoyed this game from the start, and look forward to continuing through the campaigns at my leisure, and playing those skirmishes, which I have done a lot of. The loss of multiplayer and mobile suck, but at the end of the day, despite losing money on this experiment, the devs put forth the effort to get the PC version back up and working and are to be commended for doing so.","[""gameplay"", ""value""]","[""network_server"", ""multiplayer""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""This Game, THIS... game, you can only enjoy it if you spend 12 hours a day playing it and become a pro, if not, like me, and like every other normal person, this game is pure trash, it's full of hackers, they are not afraid to show it, the d-sync is terrible, you can be behind the wall and still get shot, the aiming animations are a disaster, and you cant even hit 60 FpS if you dont have a powerful computer. If you want to become a pro in this game rather than in CsGo or other MUCH better shooter games, then, download this game, i personally don´t recommend this game"", ""positive_topics"": [], ""negative_topics"": [""difficulty_balance"", ""multiplayer"", ""network_server"", ""graphics"", ""performance""], ""score"": 0.4778}, {""review"": ""This game no longer works, QR Code & web-link used to join games on your phone is no longer functioning"", ""positive_topics"": [], ""negative_topics"": [""bugs"", ""network_server""], ""score"": 0.4681}, {""review"": ""The game is WAAAAY to dark. Really strains my eyes. There isn't much to do besides from going from one point of interest to another... no aliens stalking the player, no creepy caves... Combat is what you would expect from a third person shooter BUT there is no dodge mechanic no abilities... just Run and Gun. ( Granted I only played less than 1 h ). I wanted to like it and even buy it for a friend but I guess it's not for me."", ""positive_topics"": [], ""negative_topics"": [""graphics"", ""gameplay"", ""content""], ""score"": 0.4508}]",True,matched_target_labels_only,True,
160407698,2768190,neg__network_server,neg__network_server,"""Unable to communicate with the WWE2K24 server at this time. Please try again later.""",[],"[""network_server""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,[],True,matched_target_labels_only,True,
169743440,1631830,neg__network_server,neg__network_server,"I really really want to play this game, however it seems the online servers are down, so the only way to do so is splitscreen multiplayer. The remote hosting through steam for this is a buggy mess, dont bother.",[],"[""multiplayer"", ""network_server"", ""bugs""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""Waste of time. Probably the most unintuitive game I've ever purchased. Multiplayer options only, and just about every server rejected my request to join. Thankfully, Steam accepted my request for a refund."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""network_server"", ""value""], ""score"": 0.496}, {""review"": ""You'll prolly have to join a Discord or play with friends for consistent matches but it's a good game with the majority if not all of the cast being usable if not just actually good. Plus it's the 2.X version which wasn't originally released on consoles"", ""positive_topics"": [""gameplay""], ""negative_topics"": [""multiplayer""], ""score"": 0.4429}, {""review"": ""Game is a great Idea the Graphics are pretty Polished but because of how new it is, it is very Dead Server Wise, so I recommend you have friends to play with, because I didn't, 8/10 might buy it again later on"", ""positive_topics"": [""graphics""], ""negative_topics"": [""multiplayer""], ""score"": 0.3767}]",True,matched_target_labels_only,True,
202980937,1604270,neg__network_server,neg__network_server,"I stopped playing about a month ago because constant leavers killed the fun for me and my friends. Today I decided to give it another shot to see if things had improved. Spoiler: they haven’t. The following is a good example of the current state and average experience with this game: I qued up for two games. First queue: two players on the enemy team disconnected during loading and never came back. We spent 45 minutes in unfun seal-clubbing because there’s still no surrender option. Second queue: waited ~7 minutes, got kicked from the queue with a connection error. Restarted the game and queued again. Then had to wait another 7 minutes. - My own account that I previously queued with then somehow ended up on the enemy team, so I basically played against myself. - My deck that picked didn’t transfer into the match (probably because I was in the lobby twice). - Enemy players were displayed as “friendly” in chat. - I couldn’t spawn units at all! - After leaving the game, I couldn’t even rejoin. - When the match ended, I still got slapped with a full -25 ELO penalty. - Potentially had to wait another 5-7 min to find the next match - i quit instead. The gameplay itself is fun when the core game functions actually work, but that’s the problem, they rarely do. Add in constant bugs (invisible units, rubber-banding, hits not registering, LOS not working), broken reporting/anticheat, and poor connection stability… and it’s pretty clear why hardly anyone is still playing this game. I can’t really comment on the single-player aspect since I only played two missions, but it still has no save function since launch. In this state this RTS is definitely not worth a hefty 50 EUR. EDIT - 29.08.2025: The latest balancing patch has made an already dominant RU faction even stronger, rendering some US deck combinations almost unusable.","[""gameplay""]","[""bugs"", ""multiplayer"", ""network_server"", ""value"", ""difficulty_balance""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""this game sucks. Played it for 11 min and I never wanna play again that's for sure"", ""positive_topics"": [], ""negative_topics"": [""other""], ""score"": 0.4424}, {""review"": ""Could not get past first 15 minutes. I could cope with awful introduction (it is a snoozefest), but this game running so poorly with the way it looks is an instant refund. Don't get the appeal, likely never will."", ""positive_topics"": [], ""negative_topics"": [""story"", ""performance"", ""value""], ""score"": 0.3518}, {""review"": ""Waste of time. Probably the most unintuitive game I've ever purchased. Multiplayer options only, and just about every server rejected my request to join. Thankfully, Steam accepted my request for a refund."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""network_server"", ""value""], ""score"": 0.3429}]",True,matched_target_labels_only,True,
202735602,1635450,neg__network_server,neg__network_server,"I *loved* this game when it came out, and now there is a connection issue that keeps me from even being able to play. At this point, this game was a total waste of money.",[],"[""network_server"", ""value""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""I bought this game a while a go it was on sale. And honestly I just found it very boring. I will never play it again. It just wasn't fun in my opinion."", ""positive_topics"": [], ""negative_topics"": [""gameplay""], ""score"": 0.6569}, {""review"": ""The game is really great. I was playing to pass the time and soon I became addicted. The game is very fluid, and the features unlocked before the game starts and between waves add extra fun to the game. Also, the game is extremely cheap, I recommend it to everyone."", ""positive_topics"": [""gameplay"", ""value""], ""negative_topics"": [], ""score"": 0.5982}, {""review"": ""I WANTED to like this game. I spent over a year following it, waiting through multiple delayed release dates, and I kept looking forward to finally getting to play it. Unfortunately, once I was actually able to, I found it unplayable due to bugs - the game freezes at a specific point, and while you can go into the menu and save and such, it won't progress any further, and this has happened in all four routes that I tried. Now, I liked most of the characters, and the storyline seemed interesting (at least, what I could see of it). If the bugs were fixed, my opinion of the game might go up. But as far as I'm aware, the devs haven't even acknowledged the bugs, let alone made any attempt to fix them, so my recommendation is to not bother with this game. I regret wasting the money on it."", ""positive_topics"": [""story""], ""negative_topics"": [""bugs"", ""updates_support"", ""value""], ""score"": 0.5862}]",True,matched_target_labels_only,True,
201759804,1985810,neg__network_server,neg__network_server,doesn't wanna connect to the servers anymore and I've ruled out every possibility that would cause it not to so yeah I'm out twenty buck because the game ran just fine until after the refund period,[],"[""network_server"", ""value""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""have never been able to play any of these scenarios no refund issued BAD BAD BAD"", ""positive_topics"": [], ""negative_topics"": [""bugs"", ""value""], ""score"": 0.5506}, {""review"": ""Waste of time. Probably the most unintuitive game I've ever purchased. Multiplayer options only, and just about every server rejected my request to join. Thankfully, Steam accepted my request for a refund."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""network_server"", ""value""], ""score"": 0.5364}, {""review"": ""This game has been a mess since I've owned it. Tried playing again recently on Oculus and it refuses to work. If it hasn't been fixed by now.. then it's of no interest to me. Its too bad because there aren't any VR games like this that I can think of. It doesn't matter how much the game is.. or if it was completely free of charge.. if it crashes and doesn't work then what's the point?"", ""positive_topics"": [], ""negative_topics"": [""bugs"", ""value""], ""score"": 0.4426}]",True,matched_target_labels_only,True,
202781563,311210,neg__network_server,neg__network_server,its fun but the online muiltiplayer is kinda trash it keeps failing to connect to servers even tho i have gigabyte internet and my latency is 5-16ms,"[""gameplay""]","[""multiplayer"", ""network_server""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""Waste of time. Probably the most unintuitive game I've ever purchased. Multiplayer options only, and just about every server rejected my request to join. Thankfully, Steam accepted my request for a refund."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""network_server"", ""value""], ""score"": 0.4435}, {""review"": ""It runs terribly and looks awful. For a solo development, it is pretty cool but as a game that I paid $$ for, it is a failure. Take this over to itch.io for some help and feedback. [URL]"", ""positive_topics"": [], ""negative_topics"": [""performance"", ""graphics"", ""value""], ""score"": 0.4334}, {""review"": ""Game is a great Idea the Graphics are pretty Polished but because of how new it is, it is very Dead Server Wise, so I recommend you have friends to play with, because I didn't, 8/10 might buy it again later on"", ""positive_topics"": [""graphics""], ""negative_topics"": [""multiplayer""], ""score"": 0.4288}]",True,matched_target_labels_only,True,
29512570,317360,neg__network_server,neg__network_server,"Double Action. This might be one of the best FREE multiplayer games you can get on Steam right now. It not only has fun competative gameplay, it has good action. Hence the name ""Double Action"". If you want to feel as though you were in an action movie, then this game is for you. I had alot of fun with this, and will contiue to in the future. Pros: - Good Multiplayer - Quick and easy to learn - Great weapons, classes and humorous ""cliched"" skins Cons: - Cursing Children (Can any multiplayer game these days not have cursing children?!?!?) - Lack of Regular Addons/Updates - Connection can get lag at times (The smaller the server the better) 9/10 ""One of best free multiplayer games on steam, it's fun, edgy, and gives you ACTION"" P.S ""If you are a fan of the following - Chuck Norris - Bruce Lee - Clint Eastwood - Keanu Reeves - Bruce Willis -Sylvester Stallone - Jackie Chan - Jet Li - Steven Seagal - Liam Neeson - Mel Gibson - Nicolas Cage - Dolph Lundgren - Donnie Yen -Jason Statham - Jean-Claude Van Damme - Chow Yun-fat - Michael Jai White - Charles Bronson - Arnold Schwarzenegger - Samuel L. Jackson - Morgan Freeman - Robert Downey Jr. - Chris Hemsworth - Chris Evans - Tom Hiddleston - Chris Pratt - Mark Ruffalo - Ryan Reynolds - Jeremy Renner - John Travolta - Christopher Walken - Steve Buscemi - Sean Bean - Michael Bay - Forest Whitaker - Will Smith - Or any other action actor Then this game is for you. (If you read this whole list, I applaud you and I'm sorry for wasting 10 seconds of your life.)","[""gameplay"", ""multiplayer"", ""value""]","[""network_server"", ""updates_support""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""The game is WAAAAY to dark. Really strains my eyes. There isn't much to do besides from going from one point of interest to another... no aliens stalking the player, no creepy caves... Combat is what you would expect from a third person shooter BUT there is no dodge mechanic no abilities... just Run and Gun. ( Granted I only played less than 1 h ). I wanted to like it and even buy it for a friend but I guess it's not for me."", ""positive_topics"": [], ""negative_topics"": [""graphics"", ""gameplay"", ""content""], ""score"": 0.5136}, {""review"": ""Neat little boss fighting game. Quite short and easy, but worth it for the little amount of money. Would be cool if they used this as a demo for a bigger game."", ""positive_topics"": [""gameplay"", ""value""], ""negative_topics"": [""difficulty_balance"", ""content""], ""score"": 0.5046}, {""review"": ""This Game, THIS... game, you can only enjoy it if you spend 12 hours a day playing it and become a pro, if not, like me, and like every other normal person, this game is pure trash, it's full of hackers, they are not afraid to show it, the d-sync is terrible, you can be behind the wall and still get shot, the aiming animations are a disaster, and you cant even hit 60 FpS if you dont have a powerful computer. If you want to become a pro in this game rather than in CsGo or other MUCH better shooter games, then, download this game, i personally don´t recommend this game"", ""positive_topics"": [], ""negative_topics"": [""difficulty_balance"", ""multiplayer"", ""network_server"", ""graphics"", ""performance""], ""score"": 0.4986}]",True,matched_target_labels_only,True,
202797894,2646460,neg__network_server,neg__network_server,"Do not play, In my time on official servers, I keep seeing non-chinese people on pvp servers get banned when the chinese teams are going around with cheat programs. I saw a few players with chinese characters in their name. They were teleporting and moving really fast. I dare not report them because we get banned for reporting any chinese player. Just look in their discord if they havent deleted it all. I left the pvp servers due to them being able to just walk in your base...no thanks. If the developers would not be prejudice, the pvp servers might be viable if the game was better. The game though, not good in general...lots of problems lead to a non-immersive experience. Some of the biggest downfalls are jankyness with combat. Overall, terrible experience. Even worse, using my main character turned out to be completely useless compared to tribesman, which the game did not tell me about. This lead to me wasting days/weeks on leveling it up on official servers. Lag and enemies teleporting around because of no lag compensation. Do not recommend. Seems to be geared to waste your time and just extend your playtime for little benefit. I do not feel rewarded for my time trying to gather things at all. A survival game with with such a grind, and adding the fact that combat is so janky compounds a problem. The problem is the punishing game mechanics. If you get killed while controling a tribesman you took 8 days to find...it gets deleted. Bye bye...there is a buildable object which you can save just a few of your best tribesman but thats late game and not many people ever play to that point. Which leads us to the next fact. When you choose your character, your starting mask is most likely the only mask you will ever use unless you delete your character or start a new game. So your telling me the game doesnt tell you whats good and bad, of corse not. Those who have played a while do. The only truely viable weapon in pvp is usually hammer and sometime gaunlets, everyone runs hammer to get them stunned faster and simply deal more damage. Pve...imagine that, same thing...suprised me when I learned this. The stats are useless except full Strength for hammer, or agility if you want their associated damage types. I tried a tank build...LOL. I switched back after 2 months of testing it it was so bad. The only thing that matters in a game that is so janky and its literally just a dps race usually with some timing on attacks...is just that...damage and when to apply that damage. If thats true, then people should just run hammer and nothing really else since its the highest hit damage per swing (I think)...oh wait, THEY DO. just youtube soulmask pvp videos. Look at the weapon they are using if you dont believe me. This all could be argued to still be worthy of playing...perhaps, if there was any non-chinese crews running around to even fight in the first place, most have been falsely banned or just quit because they knew they were next. I didn't think a game developer would do these practices assuming this is a business. Why would a business be racist? Its lost revenue...I do not understand this. Maybe they got some real life friends who play on their servers...and when someone reports them, they get auto banned? I do not know. Shorter version: Do not buy. 15 year old games are less jank than this. Much less having to worry about getting banned for no good reason as an American. I guess they got my money now...",[],"[""multiplayer"", ""network_server"", ""gameplay"", ""content"", ""difficulty_balance"", ""value"", ""bugs""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""This Game, THIS... game, you can only enjoy it if you spend 12 hours a day playing it and become a pro, if not, like me, and like every other normal person, this game is pure trash, it's full of hackers, they are not afraid to show it, the d-sync is terrible, you can be behind the wall and still get shot, the aiming animations are a disaster, and you cant even hit 60 FpS if you dont have a powerful computer. If you want to become a pro in this game rather than in CsGo or other MUCH better shooter games, then, download this game, i personally don´t recommend this game"", ""positive_topics"": [], ""negative_topics"": [""difficulty_balance"", ""multiplayer"", ""network_server"", ""graphics"", ""performance""], ""score"": 0.4983}, {""review"": ""Game is a great Idea the Graphics are pretty Polished but because of how new it is, it is very Dead Server Wise, so I recommend you have friends to play with, because I didn't, 8/10 might buy it again later on"", ""positive_topics"": [""graphics""], ""negative_topics"": [""multiplayer""], ""score"": 0.4953}, {""review"": ""The game is WAAAAY to dark. Really strains my eyes. There isn't much to do besides from going from one point of interest to another... no aliens stalking the player, no creepy caves... Combat is what you would expect from a third person shooter BUT there is no dodge mechanic no abilities... just Run and Gun. ( Granted I only played less than 1 h ). I wanted to like it and even buy it for a friend but I guess it's not for me."", ""positive_topics"": [], ""negative_topics"": [""graphics"", ""gameplay"", ""content""], ""score"": 0.4865}]",True,matched_target_labels_only,True,
172141112,206500,neg__network_server,neg__network_server,Horrible. Cannot have a party play a game together. SetError No common servers found,[],"[""multiplayer"", ""network_server""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""Waste of time. Probably the most unintuitive game I've ever purchased. Multiplayer options only, and just about every server rejected my request to join. Thankfully, Steam accepted my request for a refund."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""network_server"", ""value""], ""score"": 0.4679}, {""review"": ""have never been able to play any of these scenarios no refund issued BAD BAD BAD"", ""positive_topics"": [], ""negative_topics"": [""bugs"", ""value""], ""score"": 0.403}, {""review"": ""This game no longer works, QR Code & web-link used to join games on your phone is no longer functioning"", ""positive_topics"": [], ""negative_topics"": [""bugs"", ""network_server""], ""score"": 0.3977}]",True,matched_target_labels_only,True,
202024281,686810,neg__network_server,neg__network_server,"if your a new player it aint worth it, almost no official servers and even then they have 2 people in them, and if your a new player 90% of the servers insta kick you or have enough lag wheres it unplayable",[],"[""multiplayer"", ""network_server"", ""performance""]",True,,gemma3:27b,pseudo_topics_rag_v3_embedding,"[{""review"": ""You'll prolly have to join a Discord or play with friends for consistent matches but it's a good game with the majority if not all of the cast being usable if not just actually good. Plus it's the 2.X version which wasn't originally released on consoles"", ""positive_topics"": [""gameplay""], ""negative_topics"": [""multiplayer""], ""score"": 0.58}, {""review"": ""Game is a great Idea the Graphics are pretty Polished but because of how new it is, it is very Dead Server Wise, so I recommend you have friends to play with, because I didn't, 8/10 might buy it again later on"", ""positive_topics"": [""graphics""], ""negative_topics"": [""multiplayer""], ""score"": 0.5345}, {""review"": ""Waste of time. Probably the most unintuitive game I've ever purchased. Multiplayer options only, and just about every server rejected my request to join. Thankfully, Steam accepted my request for a refund."", ""positive_topics"": [], ""negative_topics"": [""ui_ux"", ""network_server"", ""value""], ""score"": 0.4908}]",True,matched_target_labels_only,True,
